"life_expectancy","health_expenditure","waged_workers","gdp","employment_ratio","expense","country"
82.3219512195122,7.80784273,85.7409973144531,35433.988963743,58.0530014038086,15.077559450478,"Japan"
82.5070731707317,7.89046049,86.1350021362305,35275.2284312667,58.3359985351563,14.1741908133376,"Japan"
82.5875609756098,8.19951439,86.5149993896484,39339.2975731826,58.1590003967285,15.4661939326969,"Japan"
82.9314634146342,9.0582962,86.9150009155273,40855.1756354596,57.2919998168945,18.4049675077273,"Japan"
82.8426829268293,9.15677357,87.3099975585938,44507.6763859172,57.0110015869141,17.3994646589144,"Japan"
82.5912195121951,10.61671734,87.7360000610352,48167.9972684965,56.898998260498,18.8211030130736,"Japan"
83.0960975609756,10.79065323,88.2080001831055,48603.4766497749,56.7309989929199,18.3381714620981,"Japan"
83.3319512195122,10.79159355,88.4739990234375,40454.4474578903,57.2270011901855,18.3424434730142,"Japan"
83.5878048780488,10.83204937,88.5940017700195,38109.4121125573,57.6650009155273,17.7724781853988,"Japan"
83.7939024390244,10.88550663,88.9369964599609,34524.4698609337,57.9490013122559,17.1677020129873,"Japan"
83.9848780487805,10.83460999,89.4199981689453,38761.8181501925,58.5730018615723,16.9507552416527,"Japan"
84.099756097561,10.79634285,89.5810012817383,38386.5111457057,59.1689987182617,16.4111058231822,"Japan"
84.2109756097561,10.95338821,89.713996887207,39159.4235633952,60.3969993591309,16.3412964667156,"Japan"
NA,NA,89.7900009155273,40246.8801284164,60.3120002746582,NA,"Japan"
70.1826341463415,NA,NA,NA,NA,NA,"Ukraine"
70.0908536585366,NA,NA,NA,NA,NA,"Ukraine"
69.9629268292683,NA,NA,NA,NA,NA,"Ukraine"
69.8088536585366,NA,NA,NA,NA,NA,"Ukraine"
69.6346341463415,NA,NA,NA,NA,NA,"Ukraine"
69.4461707317073,NA,NA,NA,NA,NA,"Ukraine"
69.2534390243902,NA,NA,NA,NA,NA,"Ukraine"
69.0709024390244,NA,NA,NA,NA,NA,"Ukraine"
68.9151219512195,NA,NA,NA,NA,NA,"Ukraine"
68.8178292682927,NA,NA,NA,NA,NA,"Ukraine"
68.8108292682927,NA,NA,NA,NA,NA,"Ukraine"
68.901243902439,NA,NA,NA,NA,NA,"Ukraine"
69.0774878048781,NA,NA,NA,NA,NA,"Ukraine"
69.3173414634146,NA,NA,NA,NA,NA,"Ukraine"
69.5747804878049,NA,NA,NA,NA,NA,"Ukraine"
69.791243902439,NA,NA,NA,NA,NA,"Ukraine"
70.4951219512195,NA,NA,1249.44327760578,NA,NA,"Ukraine"
70.4975609756098,NA,NA,1449.96249883861,NA,NA,"Ukraine"
70.5390243902439,NA,NA,1597.53464352316,NA,NA,"Ukraine"
70.0975609756098,NA,NA,1569.75758369404,NA,NA,"Ukraine"
69.2980487804878,NA,81.3410034179688,1489.68877509851,58.9930000305176,NA,"Ukraine"
68.7709756097561,NA,81.3010025024414,1417.86516173293,58.7379989624023,NA,"Ukraine"
68.1307317073171,NA,81.2890014648438,1258.1365736358,58.4900016784668,NA,"Ukraine"
67.5412195121951,NA,81.1949996948242,1012.09819360028,58.5320014953613,NA,"Ukraine"
66.7419512195122,NA,81.1529998779297,935.95898840846,56.4389991760254,NA,"Ukraine"
67.0224390243903,NA,81.1230010986328,872.69874195784,54.5439987182617,NA,"Ukraine"
67.5763414634146,NA,81.1159973144531,991.220402802809,52.9970016479492,NA,"Ukraine"
68.3748780487805,NA,81.1100006103516,835.250954177158,50.7750015258789,NA,"Ukraine"
67.9809756097561,NA,81.109001159668,635.757922564199,49.5639991760254,16.0375489605333,"Ukraine"
67.6756097560976,5.30685234,81.1360015869141,635.700535075575,50.3050003051758,19.5094960898454,"Ukraine"
67.8370731707317,5.72534418,81.1809997558594,780.321178870619,49.7820014953613,18.5346412341721,"Ukraine"
68.2756097560976,5.99220037,81.213996887207,878.618748941345,50.0929985046387,18.2883639593954,"Ukraine"
68.2107317073171,6.54574108,81.2580032348633,1047.50279047739,50.4860000610352,19.3258557873178,"Ukraine"
68.1853658536585,6.16856956,81.3150024414063,1366.01647647823,50.4990005493164,21.4179061187554,"Ukraine"
67.9568292682927,6.3461585,81.3550033569336,1826.93139114817,51.1459999084473,24.6917040231644,"Ukraine"
68.0775609756098,6.41695166,81.3990020751953,2300.76970925872,51.2190017700195,24.3925374616921,"Ukraine"
68.2221951219512,6.01705217,81.4489974975586,3065.61129390842,51.3889999389648,23.1185774977883,"Ukraine"
68.2514634146342,5.49728012,81.4980010986328,3887.24233680525,51.3629989624023,24.5270084074959,"Ukraine"
69.19,6.60771894,81.5179977416992,2542.99542417522,50.0820007324219,26.0799996492974,"Ukraine"
70.2653658536586,6.81229019,81.0910034179688,2965.13971520617,50.5460014343262,27.576208185327,"Ukraine"
70.8092682926829,6.81617165,80.7320022583008,3569.75812083898,50.9189987182617,25.0490580319402,"Ukraine"
70.9441463414634,7.11666059,81.2300033569336,3855.41772856732,50.8300018310547,27.4906757392667,"Ukraine"
71.159512195122,6.94156218,80.8769989013672,4029.71125162545,51.640998840332,27.0497229725948,"Ukraine"
71.1865853658537,7.18960381,84.1330032348633,3104.64320609541,49.3699989318848,26.8217390345419,"Ukraine"
71.189512195122,7.77607775,84.068000793457,2124.6623187838,49.7379989624023,27.6835865839529,"Ukraine"
71.4763414634146,7.54541159,84.3629989624023,2187.73050991433,49.4360008239746,27.9136292235115,"Ukraine"
71.7809756097561,7.43332434,84.2880020141602,2640.67567655839,49.306999206543,27.3891293288407,"Ukraine"
71.5826829268293,7.72391653,84.1719970703125,3096.81740221352,49.6030006408691,26.6513245182085,"Ukraine"
NA,NA,84.2590026855469,3659.03131229487,49.3409996032715,26.1313215738884,"Ukraine"
54.427,NA,NA,NA,NA,NA,"Tajikistan"
54.852,NA,NA,NA,NA,NA,"Tajikistan"
55.272,NA,NA,NA,NA,NA,"Tajikistan"
55.675,NA,NA,NA,NA,NA,"Tajikistan"
56.043,NA,NA,NA,NA,NA,"Tajikistan"
56.354,NA,NA,NA,NA,NA,"Tajikistan"
56.604,NA,NA,NA,NA,NA,"Tajikistan"
56.8,NA,NA,NA,NA,NA,"Tajikistan"
56.954,NA,NA,NA,NA,NA,"Tajikistan"
57.108,NA,NA,NA,NA,NA,"Tajikistan"
57.314,NA,NA,NA,NA,NA,"Tajikistan"
57.602,NA,NA,NA,NA,NA,"Tajikistan"
57.975,NA,NA,NA,NA,NA,"Tajikistan"
58.413,NA,NA,NA,NA,NA,"Tajikistan"
58.847,NA,NA,NA,NA,NA,"Tajikistan"
59.183,NA,NA,NA,NA,NA,"Tajikistan"
59.355,NA,NA,NA,NA,NA,"Tajikistan"
59.335,NA,NA,NA,NA,NA,"Tajikistan"
59.138,NA,NA,NA,NA,NA,"Tajikistan"
58.824,NA,NA,497.632026083843,NA,NA,"Tajikistan"
58.48,NA,55.0740013122559,469.337925450253,41.2400016784668,NA,"Tajikistan"
58.212,NA,53.9469985961914,346.978413935277,41.2159996032715,NA,"Tajikistan"
58.104,NA,53.4729995727539,294.403880723844,39.5540008544922,NA,"Tajikistan"
58.192,NA,53.2379989624023,268.000295764389,38.5110015869141,NA,"Tajikistan"
58.497,NA,53.1520004272461,213.635340168207,37.9129981994629,NA,"Tajikistan"
59.003,NA,53.2859992980957,178.361221005225,36.6160011291504,NA,"Tajikistan"
59.65,NA,53.1450004577637,155.188491611739,36.4210014343262,NA,"Tajikistan"
60.379,NA,52.9630012512207,219.040499942149,35.3349990844727,9.56471276699503,"Tajikistan"
61.161,NA,52.8400001525879,177.559715711364,35.810001373291,7.8653531598513,"Tajikistan"
61.974,4.26492453,52.7280006408691,138.428879512683,35.9990005493164,6.93300498125035,"Tajikistan"
62.807,4.57802582,52.689998626709,171.047983362588,36.1520004272461,7.35759419611514,"Tajikistan"
63.653,4.43647242,52.6949996948242,190.00250025609,36.2400016784668,NA,"Tajikistan"
64.496,4.70218658,52.7550010681152,237.75744423262,36.3779983520508,9.54775906246062,"Tajikistan"
65.314,4.79911184,52.8699989318848,311.627324802736,36.625,12.07795956091,"Tajikistan"
66.08,5.21024704,53.0279998779297,340.583032738899,36.867000579834,NA,"Tajikistan"
66.771,5.03254795,53.2109985351563,408.838590699258,37.2430000305176,NA,"Tajikistan"
67.382,5.54050112,53.4259986877441,526.642915434768,37.6370010375977,NA,"Tajikistan"
67.911,5.91206694,53.6720008850098,715.86511053556,37.992000579834,NA,"Tajikistan"
68.36,5.85579777,53.8940010070801,676.12341925805,38.1650009155273,NA,"Tajikistan"
68.736,5.73543406,54.148998260498,749.552711015842,38.0429992675781,NA,"Tajikistan"
69.055,5.85971832,54.4410018920898,847.382101810518,37.9259986877441,NA,"Tajikistan"
69.34,5.98185873,54.7459983825684,969.296473144289,37.773998260498,NA,"Tajikistan"
69.609,6.53226376,55.0610008239746,1048.22729256115,37.5950012207031,NA,"Tajikistan"
69.874,6.6654973,55.3800010681152,1104.17168941376,37.4580001831055,NA,"Tajikistan"
70.137,6.9073596,55.689998626709,929.095857223746,37.2980003356934,NA,"Tajikistan"
70.397,7.00427723,56.023998260498,802.518004052824,37.1069984436035,NA,"Tajikistan"
70.647,7.2288146,56.390998840332,806.041573098044,37.193000793457,NA,"Tajikistan"
70.879,7.2394805,56.7569999694824,826.621530538704,37.2719993591309,NA,"Tajikistan"
NA,NA,57.0839996337891,870.787589323223,37.390998840332,NA,"Tajikistan"
33.078,NA,NA,71.1547032389973,NA,NA,"Mali"
33.782,NA,NA,79.1574879222282,NA,NA,"Mali"
34.493,NA,NA,90.1001936661963,NA,NA,"Mali"
35.205,NA,NA,84.5976489245494,NA,NA,"Mali"
35.921,NA,NA,128.151031964373,NA,NA,"Mali"
36.645,NA,NA,142.37785666833,NA,NA,"Mali"
37.385,NA,NA,156.405949369652,NA,NA,"Mali"
38.142,NA,NA,178.990944499952,NA,NA,"Mali"
38.909,NA,NA,229.346044930496,NA,NA,"Mali"
39.677,NA,NA,248.188933681431,NA,NA,"Mali"
40.435,NA,NA,212.720113068273,NA,NA,"Mali"
41.173,NA,NA,180.513461186088,NA,NA,"Mali"
41.879,NA,NA,171.999588677702,NA,NA,"Mali"
42.545,NA,NA,160.228101522016,NA,NA,"Mali"
43.17,NA,NA,177.759916329217,NA,NA,"Mali"
43.759,NA,NA,232.892608455775,NA,NA,"Mali"
44.315,NA,NA,259.311949059696,NA,NA,"Mali"
44.838,NA,NA,265.439013877581,NA,NA,"Mali"
45.323,NA,NA,262.967850392529,NA,NA,"Mali"
45.746,NA,NA,317.389306906928,NA,NA,"Mali"
46.076,NA,14.7159996032715,315.456317277403,0.755999982357025,NA,"Mali"
46.305,NA,14.7480001449585,319.838029708742,0.757000029087067,NA,"Mali"
46.445,NA,14.8769998550415,310.138251539989,0.764999985694885,NA,"Mali"
46.52,NA,15.0159997940063,223.018023022011,0.767000019550323,NA,"Mali"
46.573,NA,15.1099996566772,282.341255036895,0.777999997138977,NA,"Mali"
46.658,NA,15.3050003051758,282.633000795618,0.785000026226044,NA,"Mali"
46.823,NA,15.4680004119873,267.18915875462,0.792999982833862,NA,"Mali"
47.103,NA,15.6800003051758,281.872630907954,0.796999990940094,NA,"Mali"
47.515,NA,15.8739995956421,323.168638837574,0.802999973297119,NA,"Mali"
48.069,5.4667201,15.9659996032715,269.871137691703,0.813000023365021,9.51851057381814,"Mali"
48.758,4.51965237,16.3209991455078,307.436920532829,0.830999970436096,11.0137273365614,"Mali"
49.54,5.00057983,16.4710006713867,334.836520639048,0.828999996185303,11.6887497642883,"Mali"
50.373,5.05147505,16.7290000915527,392.524758957184,0.83899998664856,12.9389407476885,"Mali"
51.224,5.21853399,16.8449993133545,440.168441800791,0.839999973773956,13.660894474872,"Mali"
52.057,5.19538116,17.0550003051758,489.021068995931,0.850000023841858,12.8334575182948,"Mali"
52.839,5.45656061,17.2290000915527,523.038603102408,0.862999975681305,13.3351041635196,"Mali"
53.553,5.25366783,17.3819999694824,596.690188823963,0.861999988555908,13.0482860868743,"Mali"
54.193,5.04541206,17.5599994659424,694.277650085098,0.862999975681305,11.9813264413356,"Mali"
54.756,5.22911119,17.7360000610352,698.898921861432,0.875999987125397,12.8980429160903,"Mali"
55.251,4.67923403,17.9330005645752,710.274202175837,0.876999974250793,12.7809377268295,"Mali"
55.701,4.01573372,18.0909996032715,837.603440597371,0.875,12.2422712608196,"Mali"
56.135,3.75211573,18.1609992980957,778.619285773713,0.875999987125397,11.9890875202287,"Mali"
56.578,3.96750712,18.3010005950928,805.032838240856,0.880999982357025,13.2536663527282,"Mali"
57.036,4.48156118,18.5400009155273,848.274053713997,0.890999972820282,12.9583593938241,"Mali"
57.509,4.11143351,18.7590007781982,751.474788898858,0.89300000667572,12.2766221931956,"Mali"
57.987,3.7753799,18.9740009307861,780.718598502648,0.894999980926514,12.3148516316637,"Mali"
58.452,4.10388279,18.6110000610352,830.018367429228,0.732999980449677,12.5069979898467,"Mali"
58.893,3.8849268,18.2299995422363,894.802186858006,0.600000023841858,12.3716813160241,"Mali"
NA,NA,18.4099998474121,879.008010446655,0.603999972343445,12.8584923716145,"Mali"
46.508,NA,NA,76.2636367496556,NA,NA,"Haiti"
47.019,NA,NA,76.9018955076889,NA,NA,"Haiti"
47.559,NA,NA,94.9045719077994,NA,NA,"Haiti"
48.119,NA,NA,112.996156851616,NA,NA,"Haiti"
48.683,NA,NA,133.750064038683,NA,NA,"Haiti"
49.232,NA,NA,169.310921883523,NA,NA,"Haiti"
49.746,NA,NA,178.860839656262,NA,NA,"Haiti"
50.215,NA,NA,180.27323738129,NA,NA,"Haiti"
50.635,NA,NA,195.754238035777,NA,NA,"Haiti"
51.009,NA,NA,245.216653822238,NA,NA,"Haiti"
51.347,NA,NA,256.245663275115,NA,NA,"Haiti"
51.668,NA,NA,249.432043811515,NA,NA,"Haiti"
51.987,NA,NA,268.291707578563,NA,NA,"Haiti"
52.309,NA,NA,293.18672597986,NA,NA,"Haiti"
52.637,NA,NA,317.076445972897,NA,NA,"Haiti"
52.97,NA,NA,357.79660883523,NA,NA,"Haiti"
53.302,NA,NA,309.303396535657,NA,NA,"Haiti"
53.628,NA,NA,386.777234193071,NA,NA,"Haiti"
53.949,NA,NA,396.686139185866,NA,NA,"Haiti"
54.265,NA,NA,439.944062994775,NA,NA,"Haiti"
54.58,NA,20.011999130249,483.873905037789,62.4869995117188,NA,"Haiti"
54.894,NA,19.8810005187988,308.371313176134,62.1749992370605,NA,"Haiti"
55.209,NA,20.0370006561279,251.752718957926,61.7910003662109,NA,"Haiti"
55.523,NA,19.8309993743896,285.118778837802,61.4049987792969,NA,"Haiti"
55.829,NA,21.0249996185303,363.265825942713,60.9809989929199,NA,"Haiti"
56.121,NA,21.6100006103516,368.632237698082,60.5439987182617,NA,"Haiti"
56.393,NA,21.5419998168945,415.770483268566,60.0789985656738,NA,"Haiti"
56.648,NA,21.8980007171631,455.541896058048,59.5970001220703,NA,"Haiti"
56.891,NA,21.9729995727539,499.303748903539,59.1180000305176,NA,"Haiti"
57.131,6.87873936,21.9150009155273,811.533974153575,58.0769996643066,NA,"Haiti"
57.382,6.60283327,22.3320007324219,739.347418009413,57.4879989624023,NA,"Haiti"
57.655,5.98888016,22.8449993133545,697.596903584728,56.867000579834,NA,"Haiti"
57.959,5.76704884,23.3579998016357,561.817943775454,56.2779998779297,NA,"Haiti"
58.292,5.85191727,23.6340007781982,663.794696310454,55.7220001220703,NA,"Haiti"
58.652,5.50935555,24.0340003967285,766.692058904414,55.1580009460449,NA,"Haiti"
59.028,5.5010376,24.2089996337891,792.825925811049,54.5610008239746,NA,"Haiti"
59.408,5.90158033,24.5750007629395,981.111341194924,53.9449996948242,NA,"Haiti"
59.782,6.01590109,24.738000869751,1076.70133123339,54.576000213623,NA,"Haiti"
60.148,6.16915989,25.0669994354248,1150.21108892273,54.8330001831055,NA,"Haiti"
60.511,8.14559841,24.3229999542236,1172.09854332066,55.226001739502,NA,"Haiti"
60.879,10.2313633,25.3999996185303,1287.95405805707,55.8969993591309,NA,"Haiti"
61.26,9.66829586,25.4130001068115,1337.33543100854,56.507999420166,NA,"Haiti"
61.658,7.23788214,25.7189998626709,1393.95595098815,56.7130012512207,NA,"Haiti"
62.069,7.79763603,25.988000869751,1402.1001557234,56.9720001220703,NA,"Haiti"
62.485,8.62852955,26.3889999389648,1389.11951950807,57.1769981384277,NA,"Haiti"
62.896,8.43686771,26.5279998779297,1265.98763288491,57.3959999084473,NA,"Haiti"
63.29,8.08468342,26.6420001983643,1294.23974604323,57.6469993591309,NA,"Haiti"
63.66,7.69460344,26.8819999694824,1435.35175551073,57.8950004577637,NA,"Haiti"
NA,NA,27.0650005340576,1272.4909246734,57.9259986877441,NA,"Haiti"
